order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
1431,308,4,2018-03-11,2018-03-12,2018-03-14,2,6
1432,483,4,2018-03-11,2018-03-12,2018-03-14,2,6
1435,744,4,2018-03-14,2018-03-15,2018-03-16,2,6
1439,463,4,2018-03-15,2018-03-16,2018-03-17,2,7
1441,982,4,2018-03-15,2018-03-16,2018-03-18,3,8
1444,1154,4,2018-03-16,2018-03-17,2018-03-19,2,6
1445,515,4,2018-03-17,2018-03-18,2018-03-20,2,7
1448,228,4,2018-03-18,2018-03-19,2018-03-21,2,6
1449,330,4,2018-03-18,2018-03-19,2018-03-20,2,7
1450,296,4,2018-03-19,2018-03-20,2018-03-22,2,7
1454,395,4,2018-03-20,2018-03-21,2018-03-22,2,6
1456,754,4,2018-03-20,2018-03-21,2018-03-23,2,7
1467,152,4,2018-03-26,2018-03-27,2018-03-29,2,7
1469,1135,4,2018-03-27,2018-03-28,2018-03-30,3,8
1472,114,4,2018-03-29,2018-03-30,2018-03-31,2,6
1473,302,4,2018-03-30,2018-04-01,2018-04-02,1,2
1474,816,4,2018-03-30,2018-04-01,2018-04-02,1,3
